I don't mind giving up my time to help my parents. They've already done a lot for me, so it's time to reciprocate	Kendra10	<img src='Kendra10.png' />	[sound:Level-C1-1519077138.mp3]	I   d_n't   m_n_   g_v_n_   u_   m_   <br>t_m_   t_   h_l_   m_   p_r_n_s.   <br>T_e_'_e   a_r_a_y   d_n_   a   l_t   <br>f_r   m_,   s_   i_'_   t_m_   <br>t_   r_c_p_o_a_e   	Eu não me importo de desistir de um tempo pra mim para ajudar os meus pais. Eles já fizeram muito por mim, então é hora de retribuir	You're right. They deserve all of our attention, after all, raising children is not easy. Besides, Ana told me you were a really playful kid	Salli10	<img src=Salli10.png />	[sound:Level-C1-77920455.mp3]	Y_u'r_   r_g_t.   T_e_   d_s_r_e   a_l   o_   <br>o_r   a_t_n_i_n,   a_t_r   a_l,   r_i_i_g   <br>c_i_d_e_   i_   n_t   e_s_.   B_s_d_s,   <br>A_a   t_l_   m_   y_u   w_r_   <br>a   r_a_l_   p_a_f_l   k_d   	Você está certa. Eles merecem toda a nossa atenção, afinal de contas, criar filhos não é fácil. Além disso, a Ana me disse que você foi uma criança bem sapeca		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥01-What-kind-of-person-are-you? ⚑Gerund 	Level-C1-1519077138.mp3	Level-C1-77920455.mp3				
My sister Kendra is really nice. She's a teacher and she is super laid-back and easygoing. She enjoys cooking for friends and loves telling jokes	Ana10	<img src='Ana10.png' />	[sound:Level-C1-86041732.mp3]	M_   s_s_e_   K_n_r_   i_   r_a_l_   n_c_.   <br>S_e's   a   t_a_h_r   a_d   s_e   <br>i_   s_p_r   l_i_-_a_k   a_d   e_s_g_i_g.   <br>S_e   e_j_y_   c_o_i_g   f_r   f_i_n_s   <br>a_d   l_v_s   t_l_i_g   j_k_s   	Minha irmã Kendra é muito legal. Ela é professora e é super sossegada e descontraída. Ela gosta de cozinhar para amigos e adora contar piadas	Really? So you both have similar personalities, you're also super laid-back and easygoing 	Salli10	<img src=Salli10.png />	[sound:Level-C1-1288935834.mp3]	R_a_l_?   S_   y_u   b_t_   h_v_   s_m_l_r   <br>p_r_o_a_i_i_s,   y_u'r_   a_s_   s_p_r   l_i_-_a_k   <br>a_d   e_s_g_i_g      	Sério? Então vocês duas têm personalidades parecidas, você também é super sossegada e descontraída		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥01-What-kind-of-person-are-you? ⚑Gerund 	Level-C1-86041732.mp3	Level-C1-1288935834.mp3				
What does Matthew do? What's he like?	Ana10	<img src='Ana10.png' />	[sound:Level-C1-233081264.mp3]	W_a_   d_e_   M_t_h_w   d_?   W_a_'_   h_   <br>l_k_?   	O que o Matthew faz? Como ele é?	My friend Matt is a lawyer. He's pretty shy and reserved. He's into watching old movies and drinking scotch	John10	<img src=John10.png />	[sound:Level-C1-2119984259.mp3]	M_   f_i_n_   M_t_   i_   a   l_w_e_.   <br>H_'_   p_e_t_   s_y   a_d   r_s_r_e_.   <br>H_'_   i_t_   w_t_h_n_   o_d   m_v_e_   <br>a_d   d_i_k_n_   s_o_c_   	Meu amigo Matt é advogado. Ele é bem tímido e reservado. Ele curte assistir filmes antigos e beber uísque		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥01-What-kind-of-person-are-you? ⚑Gerund 	Level-C1-233081264.mp3	Level-C1-2119984259.mp3				
How have you changed over the last ten years?	Kendra10	<img src='Kendra10.png' />	[sound:Level-C1-2010636175.mp3]	H_w   h_v_   y_u   c_a_g_d   o_e_   t_e   <br>l_s_   t_n   y_a_s?   	Como que você mudou ao longo dos últimos dez anos?	Well, I used to be very wild and crazy. But after my son was born I've become more calm and laid-back	John10	<img src=John10.png />	[sound:Level-C1-900801241.mp3]	W_l_,   I   u_e_   t_   b_   v_r_   <br>w_l_   a_d   c_a_y.   B_t   a_t_r   <br>m_   s_n   w_s   b_r_   I'v_   <br>b_c_m_   m_r_   c_l_   a_d   l_i_-_a_k   <br>	Bom, eu costumava ser muito extrovertido e louco. Mas depois do nascimento do meu filho eu me tornei mais calmo e sossegado		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥01-What-kind-of-person-are-you? ⚑Present-Perfect 	Level-C1-2010636175.mp3	Level-C1-900801241.mp3				
How has he changed over the last five years?	Kimberly10	<img src='Kimberly10.png' />	[sound:Level-C1-1987797540.mp3]	H_w   h_s   h_   c_a_g_d   o_e_   t_e   <br>l_s_   f_v_   y_a_s?   	Como que ele mudou ao longo dos últimos cinco anos?	He used to be really shy and reserved, but now he has become more strong and independent	Ana10	<img src=Ana10.png />	[sound:Level-C1-149584368.mp3]	H_   u_e_   t_   b_   r_a_l_   s_y   <br>a_d   r_s_r_e_,   b_t   n_w   h_   <br>h_s   b_c_m_   m_r_   s_r_n_   a_d   <br>i_d_p_n_e_t   	Ele costumava ser muito tímido e reservado, mas agora ele se tornou mais forte e independente		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥01-What-kind-of-person-are-you? ⚑Present-Perfect ♚	Level-C1-1987797540.mp3	Level-C1-149584368.mp3				
What do you want to change in your life now?	Kendra10	<img src='Kendra10.png' />	[sound:Level-C1-422514567.mp3]	W_a_   d_   y_u   w_n_   t_   c_a_g_   <br>i_   y_u_   l_f_   n_w?   	O que você quer mudar na sua vida agora?	Well, I'd like to be more kind and generous	Justin10	<img src=Justin10.png />	[sound:Level-C1-1730031214.mp3]	W_l_,   I'd   l_k_   t_   b_   m_r_   <br>k_n_   a_d   g_n_r_u_   	Bom, eu gostaria de ser mais gentil e generoso		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥01-What-kind-of-person-are-you? ⚑Modal-Verbs 	Level-C1-422514567.mp3	Level-C1-1730031214.mp3				
What habits have you changed recently?	Ana10	<img src='Ana10.png' />	[sound:Level-C1-1925656853.mp3]	W_a_   h_b_t_   h_v_   y_u   c_a_g_d   r_c_n_l_?   <br>	Quais hábitos você têm mudado recentemente?	I used to watch TV a lot. Now I watch less TV and read more books	Matthew10	<img src=Matthew10.png />	[sound:Level-C1-526786753.mp3]	I   u_e_   t_   w_t_h   T_   a   <br>l_t.   N_w   I   w_t_h   l_s_   <br>T_   a_d   r_a_   m_r_   b_o_s   <br>	Eu costumava assistir TV muito. Agora assisto menos TV e leio mais livros		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥01-What-kind-of-person-are-you? ⚑Used-to 	Level-C1-1925656853.mp3	Level-C1-526786753.mp3				
Has he changed his habits over the course of the year?	Ana10	<img src='Ana10.png' />	[sound:Level-C1-115383406.mp3]	H_s   h_   c_a_g_d   h_s   h_b_t_   o_e_   <br>t_e   c_u_s_   o_   t_e   y_a_?   <br>	Ele tem mudado seus habitos ao longo do ano?	Yes, he has. He used to eat a lot of junk food. But now he's eating much more healthy food	Kimberly10	<img src=Kimberly10.png />	[sound:Level-C1-1080813180.mp3]	Y_s,   h_   h_s.   H_   u_e_   t_   <br>e_t   a   l_t   o_   j_n_   <br>f_o_.   B_t   n_w   h_'_   e_t_n_   <br>m_c_   m_r_   h_a_t_y   f_o_   	Sim. Ele costumava comer muita besteira. Mas agora ele está comendo muito mais comida saudável		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥01-What-kind-of-person-are-you? ⚑Used-to 	Level-C1-115383406.mp3	Level-C1-1080813180.mp3				
What would you say is your most positive quality?	Salli10	<img src='Salli10.png' />	[sound:Level-C1-2090853341.mp3]	W_a_   w_u_d   y_u   s_y   i_   y_u_   <br>m_s_   p_s_t_v_   q_a_i_y?   	Qual você diria que é a sua qualidade mais positiva?	I think my most positive quality is that I'm always very calm. I'm really into solving tricky problems and finding solutions to things	Matthew10	<img src=Matthew10.png />	[sound:Level-C1-472198336.mp3]	I   t_i_k   m_   m_s_   p_s_t_v_   q_a_i_y   <br>i_   t_a_   I'm   a_w_y_   v_r_   <br>c_l_.   I'm   r_a_l_   i_t_   s_l_i_g   <br>t_i_k_   p_o_l_m_   a_d   f_n_i_g   s_l_t_o_s   <br>t_   t_i_g_   	Eu acho que a minha qualidade mais positiva é que eu sou sempre calmo. Eu gosto muito de resolver problemas dificeis e encontrar soluções para as coisas		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥01-What-kind-of-person-are-you? ⚑Used-to ♚	Level-C1-2090853341.mp3	Level-C1-472198336.mp3				
What would you say is your most negative quality?	Salli10	<img src='Salli10.png' />	[sound:Level-C1-853381785.mp3]	W_a_   w_u_d   y_u   s_y   i_   y_u_   <br>m_s_   n_g_t_v_   q_a_i_y?   	Qual você diria que é a sua qualidade mais negativa?	My most negative quality is that I'm not very neat and tidy. My room is always a mess, so I can never find anything	Justin10	<img src=Justin10.png />	[sound:Level-C1-575282853.mp3]	M_   m_s_   n_g_t_v_   q_a_i_y   i_   t_a_   <br>I'm   n_t   v_r_   n_a_   a_d   <br>t_d_.   M_   r_o_   i_   a_w_y_   <br>a   m_s_,   s_   I   c_n   <br>n_v_r   f_n_   a_y_h_n_   	Minha qualidade mais negativa é que eu não sou muito limpo e organizado. Meu quarto está sempre bagunçado, então eu nunca consigo encontrar nada		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥01-What-kind-of-person-are-you? ⚑Noun-Clauses 	Level-C1-853381785.mp3	Level-C1-575282853.mp3				
In your house, are you the only person who goes out to work?	Matthew10	<img src='Matthew10.png' />	[sound:Level-C1-1336928556.mp3]	I_   y_u_   h_u_e,   a_e   y_u   t_e   <br>o_l_   p_r_o_   w_o   g_e_   o_t   <br>t_   w_r_?   	Na sua casa, você é o único que trabalha fora?	No. In my house, my wife and I both work. So, we're a two-income family. The extra money is great!	John10	<img src=John10.png />	[sound:Level-C1-389459948.mp3]	N_.   I_   m_   h_u_e,   m_   w_f_   <br>a_d   I   b_t_   w_r_.   S_,   <br>w_'_e   a   t_o-i_c_m_   f_m_l_.   T_e   <br>e_t_a   m_n_y   i_   g_e_t!   	Não. Na minha casa, tanto eu quanto minha esposa trabalhamos. Logo, nós somos uma familia com duas fontes de renda. O dinheiro extra é ótimo!		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥02-What's-your-family-like? ⚑Noun-Clauses 	Level-C1-1336928556.mp3	Level-C1-389459948.mp3				
Can you tell me the disadvantages of being a two-income family?	Matthew10	<img src='Matthew10.png' />	[sound:Level-C1-2031618021.mp3]	C_n   y_u   t_l_   m_   t_e   d_s_d_a_t_g_s   <br>o_   b_i_g   a   t_o-i_c_m_   f_m_l_?   <br>	Você pode me dizer quais são as desvantagens em ser uma família com dois orçamentos?	The only trouble of being a two-income family is that we don't spend much time together 	John10	<img src=John10.png />	[sound:Level-C1-370948369.mp3]	T_e   o_l_   t_o_b_e   o_   b_i_g   a   <br>t_o-i_c_m_   f_m_l_   i_   t_a_   w_   <br>d_n't   s_e_d   m_c_   t_m_   t_g_t_e_   <br>   	O único problema de ser uma família com dois orçamentos é que nós não passamos muito tempo juntos		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥02-What's-your-family-like? ⚑Noun-Clauses ♚	Level-C1-2031618021.mp3	Level-C1-370948369.mp3				
I heard your mother has moved in with you, she must help you a lot	Salli10	<img src='Salli10.png' />	[sound:Level-C1-1721132644.mp3]	I   h_a_d   y_u_   m_t_e_   h_s   m_v_d   <br>i_   w_t_   y_u,   s_e   m_s_   <br>h_l_   y_u   a   l_t   	Fiquei sabendo que sua mão se mudou para sua casa, ela deve te ajudar muito	Yes, we're an extended family now that my mother has moved in. The big advantage of having her at home is that she can babysit any time I want her to	Ana10	<img src=Ana10.png />	[sound:Level-C1-2136913403.mp3]	Y_s,   w_'_e   a_   e_t_n_e_   f_m_l_   n_w   <br>t_a_   m_   m_t_e_   h_s   m_v_d   <br>i_.   T_e   b_g   a_v_n_a_e   o_   <br>h_v_n_   h_r   a_   h_m_   i_   <br>t_a_   s_e   c_n   b_b_s_t   a_y   <br>t_m_   I   w_n_   h_r   t_   <br>	Nós somos uma família grande agora que a minha mãe veio morar com a gente. A grande vantagem de ter ela em casa é que ela pode cuidar das crianças a qualquer momento que eu quiser		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥02-What's-your-family-like? ⚑Noun-Clauses 	Level-C1-1721132644.mp3	Level-C1-2136913403.mp3				
What's your family like?	Matthew10	<img src='Matthew10.png' />	[sound:Level-C1-1390282479.mp3]	W_a_'_   y_u_   f_m_l_   l_k_?   	Como sua família é?	We're a typical nuclear family. It's just my sister, my parents and me. The only bad thing about living in our house is that there's only one bathroom	Justin10	<img src=Justin10.png />	[sound:Level-C1-122162381.mp3]	W_'_e   a   t_p_c_l   n_c_e_r   f_m_l_.   I_'_   <br>j_s_   m_   s_s_e_,   m_   p_r_n_s   <br>a_d   m_.   T_e   o_l_   b_d   <br>t_i_g   a_o_t   l_v_n_   i_   o_r   <br>h_u_e   i_   t_a_   t_e_e's   o_l_   <br>o_e   b_t_r_o_   	Nós somos uma típica famíla nuclear. São somente minha irmã, meus pais e eu. A única coisa ruim de morar na nossa casa é que tem apenas um banheiro		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥02-What's-your-family-like? ⚑Noun-Clauses ♚	Level-C1-1390282479.mp3	Level-C1-122162381.mp3				
Laurel's family is not a two-income family. She works and her husband stays home taking care of the kids	Kendra10	<img src='Kendra10.png' />	[sound:Level-C1-2045934728.mp3]	L_u_e_'_   f_m_l_   i_   n_t   a   t_o-i_c_m_   <br>f_m_l_.   S_e   w_r_s   a_d   h_r   <br>h_s_a_d   s_a_s   h_m_   t_k_n_   c_r_   <br>o_   t_e   k_d_   	A família de Laurel não é uma família de duas rendas. Ela trabalha e o marido fica em casa cuidando das crianças	The big disadvantage must be that they're always running out of money	Ana10	<img src=Ana10.png />	[sound:Level-C1-554312198.mp3]	T_e   b_g   d_s_d_a_t_g_   m_s_   b_   t_a_   <br>t_e_'_e   a_w_y_   r_n_i_g   o_t   o_   <br>m_n_y   	A grande desvantagem deve ser que eles estão sempre sem dinheiro		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥02-What's-your-family-like? ⚑Noun-Clauses 	Level-C1-2045934728.mp3	Level-C1-554312198.mp3				
Do you live alone?	Matthew10	<img src='Matthew10.png' />	[sound:Level-C1-1315608808.mp3]	D_   y_u   l_v_   a_o_e?   	Você mora sozinha?	I do, now. I used to live with my daughter. But now I've moved to my own house. The disadvantage is that I don't see my granchildren every day	Kimberly10	<img src=Kimberly10.png />	[sound:Level-C1-1973381811.mp3]	I   d_,   n_w.   I   u_e_   t_   <br>l_v_   w_t_   m_   d_u_h_e_.   B_t   <br>n_w   I'v_   m_v_d   t_   m_   <br>o_n   h_u_e.   T_e   d_s_d_a_t_g_   i_   <br>t_a_   I   d_n't   s_e   m_   <br>g_a_c_i_d_e_   e_e_y   d_y   	Agora eu moro. Eu costumava morar com a minha filha. Mas agora eu me mudei para minha própria casa. A desvantagem é que eu não vejo os meus netos todos os dias		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥02-What's-your-family-like? ⚑Noun-Clauses 	Level-C1-1315608808.mp3	Level-C1-1973381811.mp3				
What is the best thing of having a big family?	Ana10	<img src='Ana10.png' />	[sound:Level-C1-417300153.mp3]	W_a_   i_   t_e   b_s_   t_i_g   o_   <br>h_v_n_   a   b_g   f_m_l_?   	Qual é a melhor coisa em se ter uma família grande?	The best think of having a big family is that we always have someone to visit	Matthew10	<img src=Matthew10.png />	[sound:Level-C1-459465684.mp3]	T_e   b_s_   t_i_k   o_   h_v_n_   a   <br>b_g   f_m_l_   i_   t_a_   w_   <br>a_w_y_   h_v_   s_m_o_e   t_   v_s_t   <br>	A melhor coisa de ter uma família grande é que nós sempre temos alguém para visitar		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥02-What's-your-family-like? ⚑Noun-Clauses ♚	Level-C1-417300153.mp3	Level-C1-459465684.mp3				
You have a younger sister, don't you? What's it like? 	Salli10	<img src='Salli10.png' />	[sound:Level-C1-1564419743.mp3]	Y_u   h_v_   a   y_u_g_r   s_s_e_,   d_n't   <br>y_u?   W_a_'_   i_   l_k_?      <br>	Você tem uma irmã mais nova, não é? Como é isso?	The trouble of having a younger sister is that she's always trying to borrow my stuff	Justin10	<img src=Justin10.png />	[sound:Level-C1-1819808132.mp3]	T_e   t_o_b_e   o_   h_v_n_   a   y_u_g_r   <br>s_s_e_   i_   t_a_   s_e's   a_w_y_   <br>t_y_n_   t_   b_r_o_   m_   s_u_f   <br>	O problema de ter uma irmã mais nova é que ela está sempre tentando pegar as minhas coisas emprestadas		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥02-What's-your-family-like? ⚑Noun-Clauses 	Level-C1-1564419743.mp3	Level-C1-1819808132.mp3				
I'm in college and sometimes I feel gloom. The worst part of being away is that I really miss my family	Salli10	<img src='Salli10.png' />	[sound:Level-C1-1712284180.mp3]	I'm   i_   c_l_e_e   a_d   s_m_t_m_s   I   <br>f_e_   g_o_m.   T_e   w_r_t   p_r_   <br>o_   b_i_g   a_a_   i_   t_a_   <br>I   r_a_l_   m_s_   m_   f_m_l_   <br>	Estou na faculdade e às vezes me sinto triste. A pior parte de estar longe é que eu realmente sinto falta da minha família	I get you. I've been through the same thing	Matthew10	<img src=Matthew10.png />	[sound:Level-C1-1647901175.mp3]	I   g_t   y_u.   I'v_   b_e_   t_r_u_h   <br>t_e   s_m_   t_i_g   	Eu entendo você. Eu já passei pela mesma coisa.		Complete abaixo em inglês:		<img src="Tag.png">	<img src="3xwiser.png">	<img src="talk.png">	➤Level-C1 ♥02-What's-your-family-like? ⚑Noun-Clauses 	Level-C1-1712284180.mp3	Level-C1-1647901175.mp3				
